	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description
3748	tabula108-	/home/drk/tillage/datasets/human/rna3/czi/tabula108/coverage-.w5	384	64	2.2003367003367003	sum_sqrt	3747	RNA3:Large_Intestine, mast cell
3749	tabula109+	/home/drk/tillage/datasets/human/rna3/czi/tabula109/coverage+.w5	384	64	1.0	sum_sqrt	3750	RNA3:Large_Intestine, mature enterocyte
3750	tabula109-	/home/drk/tillage/datasets/human/rna3/czi/tabula109/coverage-.w5	384	64	1.0	sum_sqrt	3749	RNA3:Large_Intestine, mature enterocyte
3751	tabula11+	/home/drk/tillage/datasets/human/rna3/czi/tabula11/coverage+.w5	384	64	1.0	sum_sqrt	3752	RNA3:Bladder, smooth muscle cell
3752	tabula11-	/home/drk/tillage/datasets/human/rna3/czi/tabula11/coverage-.w5	384	64	1.0	sum_sqrt	3751	RNA3:Bladder, smooth muscle cell
3753	tabula110+	/home/drk/tillage/datasets/human/rna3/czi/tabula110/coverage+.w5	384	64	1.0	sum_sqrt	3754	RNA3:Large_Intestine, monocyte
3754	tabula110-	/home/drk/tillage/datasets/human/rna3/czi/tabula110/coverage-.w5	384	64	1.0	sum_sqrt	3753	RNA3:Large_Intestine, monocyte
3755	tabula111+	/home/drk/tillage/datasets/human/rna3/czi/tabula111/coverage+.w5	384	64	1.0	sum_sqrt	3756	RNA3:Large_Intestine, paneth cell of epithelium of large intestine
3756	tabula111-	/home/drk/tillage/datasets/human/rna3/czi/tabula111/coverage-.w5	384	64	1.0	sum_sqrt	3755	RNA3:Large_Intestine, paneth cell of epithelium of large intestine
3757	tabula112+	/home/drk/tillage/datasets/human/rna3/czi/tabula112/coverage+.w5	384	64	1.0	sum_sqrt	3758	RNA3:Large_Intestine, plasma cell
3758	tabula112-	/home/drk/tillage/datasets/human/rna3/czi/tabula112/coverage-.w5	384	64	1.0	sum_sqrt	3757	RNA3:Large_Intestine, plasma cell
3759	tabula113+	/home/drk/tillage/datasets/human/rna3/czi/tabula113/coverage+.w5	384	64	1.0	sum_sqrt	3760	RNA3:Large_Intestine, transit amplifying cell of large intestine
3760	tabula113-	/home/drk/tillage/datasets/human/rna3/czi/tabula113/coverage-.w5	384	64	1.0	sum_sqrt	3759	RNA3:Large_Intestine, transit amplifying cell of large intestine
3761	tabula114+	/home/drk/tillage/datasets/human/rna3/czi/tabula114/coverage+.w5	384	64	1.0	sum_sqrt	3762	RNA3:Liver, endothelial cell
3762	tabula114-	/home/drk/tillage/datasets/human/rna3/czi/tabula114/coverage-.w5	384	64	1.0	sum_sqrt	3761	RNA3:Liver, endothelial cell
3763	tabula115+	/home/drk/tillage/datasets/human/rna3/czi/tabula115/coverage+.w5	384	64	1.0	sum_sqrt	3764	RNA3:Liver, endothelial cell of hepatic sinusoid
3764	tabula115-	/home/drk/tillage/datasets/human/rna3/czi/tabula115/coverage-.w5	384	64	1.0	sum_sqrt	3763	RNA3:Liver, endothelial cell of hepatic sinusoid
3765	tabula116+	/home/drk/tillage/datasets/human/rna3/czi/tabula116/coverage+.w5	384	64	1.4426048565121412	sum_sqrt	3766	RNA3:Liver, erythrocyte
3766	tabula116-	/home/drk/tillage/datasets/human/rna3/czi/tabula116/coverage-.w5	384	64	1.4426048565121412	sum_sqrt	3765	RNA3:Liver, erythrocyte
3767	tabula117+	/home/drk/tillage/datasets/human/rna3/czi/tabula117/coverage+.w5	384	64	1.0	sum_sqrt	3768	RNA3:Liver, fibroblast
3768	tabula117-	/home/drk/tillage/datasets/human/rna3/czi/tabula117/coverage-.w5	384	64	1.0	sum_sqrt	3767	RNA3:Liver, fibroblast
3769	tabula118+	/home/drk/tillage/datasets/human/rna3/czi/tabula118/coverage+.w5	384	64	1.0	sum_sqrt	3770	RNA3:Liver, hepatocyte
3770	tabula118-	/home/drk/tillage/datasets/human/rna3/czi/tabula118/coverage-.w5	384	64	1.0	sum_sqrt	3769	RNA3:Liver, hepatocyte
3771	tabula119+	/home/drk/tillage/datasets/human/rna3/czi/tabula119/coverage+.w5	384	64	1.3446502057613168	sum_sqrt	3772	RNA3:Liver, intrahepatic cholangiocyte
3772	tabula119-	/home/drk/tillage/datasets/human/rna3/czi/tabula119/coverage-.w5	384	64	1.3446502057613168	sum_sqrt	3771	RNA3:Liver, intrahepatic cholangiocyte
3773	tabula12+	/home/drk/tillage/datasets/human/rna3/czi/tabula12/coverage+.w5	384	64	1.0	sum_sqrt	3774	RNA3:Bladder, t cell
3774	tabula12-	/home/drk/tillage/datasets/human/rna3/czi/tabula12/coverage-.w5	384	64	1.0	sum_sqrt	3773	RNA3:Bladder, t cell
3775	tabula120+	/home/drk/tillage/datasets/human/rna3/czi/tabula120/coverage+.w5	384	64	1.0837479270315091	sum_sqrt	3776	RNA3:Liver, liver dendritic cell
3776	tabula120-	/home/drk/tillage/datasets/human/rna3/czi/tabula120/coverage-.w5	384	64	1.0837479270315091	sum_sqrt	3775	RNA3:Liver, liver dendritic cell
3777	tabula121+	/home/drk/tillage/datasets/human/rna3/czi/tabula121/coverage+.w5	384	64	1.0	sum_sqrt	3778	RNA3:Liver, macrophage
3778	tabula121-	/home/drk/tillage/datasets/human/rna3/czi/tabula121/coverage-.w5	384	64	1.0	sum_sqrt	3777	RNA3:Liver, macrophage
3779	tabula122+	/home/drk/tillage/datasets/human/rna3/czi/tabula122/coverage+.w5	384	64	1.0	sum_sqrt	3780	RNA3:Liver, monocyte
3780	tabula122-	/home/drk/tillage/datasets/human/rna3/czi/tabula122/coverage-.w5	384	64	1.0	sum_sqrt	3779	RNA3:Liver, monocyte
3781	tabula123+	/home/drk/tillage/datasets/human/rna3/czi/tabula123/coverage+.w5	384	64	1.0	sum_sqrt	3782	RNA3:Liver, nk cell
3782	tabula123-	/home/drk/tillage/datasets/human/rna3/czi/tabula123/coverage-.w5	384	64	1.0	sum_sqrt	3781	RNA3:Liver, nk cell
3783	tabula124+	/home/drk/tillage/datasets/human/rna3/czi/tabula124/coverage+.w5	384	64	1.650252525252525	sum_sqrt	3784	RNA3:Liver, plasma cell
3784	tabula124-	/home/drk/tillage/datasets/human/rna3/czi/tabula124/coverage-.w5	384	64	1.650252525252525	sum_sqrt	3783	RNA3:Liver, plasma cell
3785	tabula125+	/home/drk/tillage/datasets/human/rna3/czi/tabula125/coverage+.w5	384	64	1.0	sum_sqrt	3786	RNA3:Liver, t cell
3786	tabula125-	/home/drk/tillage/datasets/human/rna3/czi/tabula125/coverage-.w5	384	64	1.0	sum_sqrt	3785	RNA3:Liver, t cell
3787	tabula126+	/home/drk/tillage/datasets/human/rna3/czi/tabula126/coverage+.w5	384	64	1.0	sum_sqrt	3788	RNA3:Lung, adventitial cell
3788	tabula126-	/home/drk/tillage/datasets/human/rna3/czi/tabula126/coverage-.w5	384	64	1.0	sum_sqrt	3787	RNA3:Lung, adventitial cell
3789	tabula127+	/home/drk/tillage/datasets/human/rna3/czi/tabula127/coverage+.w5	384	64	1.0	sum_sqrt	3790	RNA3:Lung, alveolar fibroblast
3790	tabula127-	/home/drk/tillage/datasets/human/rna3/czi/tabula127/coverage-.w5	384	64	1.0	sum_sqrt	3789	RNA3:Lung, alveolar fibroblast
3791	tabula128+	/home/drk/tillage/datasets/human/rna3/czi/tabula128/coverage+.w5	384	64	1.4426048565121412	sum_sqrt	3792	RNA3:Lung, b cell
3792	tabula128-	/home/drk/tillage/datasets/human/rna3/czi/tabula128/coverage-.w5	384	64	1.4426048565121412	sum_sqrt	3791	RNA3:Lung, b cell
3793	tabula129+	/home/drk/tillage/datasets/human/rna3/czi/tabula129/coverage+.w5	384	64	0.8770831003243486	sum_sqrt	3794	RNA3:Lung, basal cell
3794	tabula129-	/home/drk/tillage/datasets/human/rna3/czi/tabula129/coverage-.w5	384	64	0.8770831003243486	sum_sqrt	3793	RNA3:Lung, basal cell
3795	tabula13+	/home/drk/tillage/datasets/human/rna3/czi/tabula13/coverage+.w5	384	64	1.0	sum_sqrt	3796	RNA3:Bladder, vein endothelial cell
3796	tabula13-	/home/drk/tillage/datasets/human/rna3/czi/tabula13/coverage-.w5	384	64	1.0	sum_sqrt	3795	RNA3:Bladder, vein endothelial cell
3797	tabula130+	/home/drk/tillage/datasets/human/rna3/czi/tabula130/coverage+.w5	384	64	1.0	sum_sqrt	3798	RNA3:Lung, basophil
3798	tabula130-	/home/drk/tillage/datasets/human/rna3/czi/tabula130/coverage-.w5	384	64	1.0	sum_sqrt	3797	RNA3:Lung, basophil
3799	tabula131+	/home/drk/tillage/datasets/human/rna3/czi/tabula131/coverage+.w5	384	64	1.3614583333333332	sum_sqrt	3800	RNA3:Lung, bronchial smooth muscle cell
3800	tabula131-	/home/drk/tillage/datasets/human/rna3/czi/tabula131/coverage-.w5	384	64	1.3614583333333332	sum_sqrt	3799	RNA3:Lung, bronchial smooth muscle cell
3801	tabula132+	/home/drk/tillage/datasets/human/rna3/czi/tabula132/coverage+.w5	384	64	1.0	sum_sqrt	3802	RNA3:Lung, bronchial vessel endothelial cell
3802	tabula132-	/home/drk/tillage/datasets/human/rna3/czi/tabula132/coverage-.w5	384	64	1.0	sum_sqrt	3801	RNA3:Lung, bronchial vessel endothelial cell
3803	tabula133+	/home/drk/tillage/datasets/human/rna3/czi/tabula133/coverage+.w5	384	64	1.0	sum_sqrt	3804	RNA3:Lung, capillary aerocyte
3804	tabula133-	/home/drk/tillage/datasets/human/rna3/czi/tabula133/coverage-.w5	384	64	1.0	sum_sqrt	3803	RNA3:Lung, capillary aerocyte
3805	tabula134+	/home/drk/tillage/datasets/human/rna3/czi/tabula134/coverage+.w5	384	64	1.0	sum_sqrt	3806	RNA3:Lung, capillary endothelial cell
3806	tabula134-	/home/drk/tillage/datasets/human/rna3/czi/tabula134/coverage-.w5	384	64	1.0	sum_sqrt	3805	RNA3:Lung, capillary endothelial cell
3807	tabula135+	/home/drk/tillage/datasets/human/rna3/czi/tabula135/coverage+.w5	384	64	1.0	sum_sqrt	3808	RNA3:Lung, cd4-positive alpha-beta t cell
3808	tabula135-	/home/drk/tillage/datasets/human/rna3/czi/tabula135/coverage-.w5	384	64	1.0	sum_sqrt	3807	RNA3:Lung, cd4-positive alpha-beta t cell
3809	tabula136+	/home/drk/tillage/datasets/human/rna3/czi/tabula136/coverage+.w5	384	64	1.0	sum_sqrt	3810	RNA3:Lung, cd4-positive, alpha-beta t cell
3810	tabula136-	/home/drk/tillage/datasets/human/rna3/czi/tabula136/coverage-.w5	384	64	1.0	sum_sqrt	3809	RNA3:Lung, cd4-positive, alpha-beta t cell
3811	tabula137+	/home/drk/tillage/datasets/human/rna3/czi/tabula137/coverage+.w5	384	64	1.0946398659966499	sum_sqrt	3812	RNA3:Lung, cd8-positive alpha-beta t cell
3812	tabula137-	/home/drk/tillage/datasets/human/rna3/czi/tabula137/coverage-.w5	384	64	1.0946398659966499	sum_sqrt	3811	RNA3:Lung, cd8-positive alpha-beta t cell
3813	tabula138+	/home/drk/tillage/datasets/human/rna3/czi/tabula138/coverage+.w5	384	64	1.0	sum_sqrt	3814	RNA3:Lung, cd8-positive, alpha-beta t cell
3814	tabula138-	/home/drk/tillage/datasets/human/rna3/czi/tabula138/coverage-.w5	384	64	1.0	sum_sqrt	3813	RNA3:Lung, cd8-positive, alpha-beta t cell
3815	tabula139+	/home/drk/tillage/datasets/human/rna3/czi/tabula139/coverage+.w5	384	64	1.0	sum_sqrt	3816	RNA3:Lung, classical monocyte
3816	tabula139-	/home/drk/tillage/datasets/human/rna3/czi/tabula139/coverage-.w5	384	64	1.0	sum_sqrt	3815	RNA3:Lung, classical monocyte
3817	tabula14+	/home/drk/tillage/datasets/human/rna3/czi/tabula14/coverage+.w5	384	64	1.0	sum_sqrt	3818	RNA3:Blood, basophil
3818	tabula14-	/home/drk/tillage/datasets/human/rna3/czi/tabula14/coverage-.w5	384	64	1.0	sum_sqrt	3817	RNA3:Blood, basophil
3819	tabula140+	/home/drk/tillage/datasets/human/rna3/czi/tabula140/coverage+.w5	384	64	1.0	sum_sqrt	3820	RNA3:Lung, club cell
3820	tabula140-	/home/drk/tillage/datasets/human/rna3/czi/tabula140/coverage-.w5	384	64	1.0	sum_sqrt	3819	RNA3:Lung, club cell
3821	tabula141+	/home/drk/tillage/datasets/human/rna3/czi/tabula141/coverage+.w5	384	64	1.0	sum_sqrt	3822	RNA3:Lung, dendritic cell
3822	tabula141-	/home/drk/tillage/datasets/human/rna3/czi/tabula141/coverage-.w5	384	64	1.0	sum_sqrt	3821	RNA3:Lung, dendritic cell
3823	tabula142+	/home/drk/tillage/datasets/human/rna3/czi/tabula142/coverage+.w5	384	64	1.0	sum_sqrt	3824	RNA3:Lung, endothelial cell of artery
3824	tabula142-	/home/drk/tillage/datasets/human/rna3/czi/tabula142/coverage-.w5	384	64	1.0	sum_sqrt	3823	RNA3:Lung, endothelial cell of artery
3825	tabula143+	/home/drk/tillage/datasets/human/rna3/czi/tabula143/coverage+.w5	384	64	2.42037037037037	sum_sqrt	3826	RNA3:Lung, endothelial cell of lymphatic vessel
3826	tabula143-	/home/drk/tillage/datasets/human/rna3/czi/tabula143/coverage-.w5	384	64	2.42037037037037	sum_sqrt	3825	RNA3:Lung, endothelial cell of lymphatic vessel
3827	tabula144+	/home/drk/tillage/datasets/human/rna3/czi/tabula144/coverage+.w5	384	64	1.0	sum_sqrt	3828	RNA3:Lung, intermediate monocyte
3828	tabula144-	/home/drk/tillage/datasets/human/rna3/czi/tabula144/coverage-.w5	384	64	1.0	sum_sqrt	3827	RNA3:Lung, intermediate monocyte
3829	tabula145+	/home/drk/tillage/datasets/human/rna3/czi/tabula145/coverage+.w5	384	64	1.0	sum_sqrt	3830	RNA3:Lung, lung ciliated cell
3830	tabula145-	/home/drk/tillage/datasets/human/rna3/czi/tabula145/coverage-.w5	384	64	1.0	sum_sqrt	3829	RNA3:Lung, lung ciliated cell
3831	tabula146+	/home/drk/tillage/datasets/human/rna3/czi/tabula146/coverage+.w5	384	64	1.0	sum_sqrt	3832	RNA3:Lung, lung microvascular endothelial cell
3832	tabula146-	/home/drk/tillage/datasets/human/rna3/czi/tabula146/coverage-.w5	384	64	1.0	sum_sqrt	3831	RNA3:Lung, lung microvascular endothelial cell
3833	tabula147+	/home/drk/tillage/datasets/human/rna3/czi/tabula147/coverage+.w5	384	64	0.23892511120589852	sum_sqrt	3834	RNA3:Lung, macrophage
3834	tabula147-	/home/drk/tillage/datasets/human/rna3/czi/tabula147/coverage-.w5	384	64	0.23892511120589852	sum_sqrt	3833	RNA3:Lung, macrophage
3835	tabula148+	/home/drk/tillage/datasets/human/rna3/czi/tabula148/coverage+.w5	384	64	1.0	sum_sqrt	3836	RNA3:Lung, neutrophil
3836	tabula148-	/home/drk/tillage/datasets/human/rna3/czi/tabula148/coverage-.w5	384	64	1.0	sum_sqrt	3835	RNA3:Lung, neutrophil
3837	tabula149+	/home/drk/tillage/datasets/human/rna3/czi/tabula149/coverage+.w5	384	64	1.0	sum_sqrt	3838	RNA3:Lung, nk cell
3838	tabula149-	/home/drk/tillage/datasets/human/rna3/czi/tabula149/coverage-.w5	384	64	1.0	sum_sqrt	3837	RNA3:Lung, nk cell
3839	tabula15+	/home/drk/tillage/datasets/human/rna3/czi/tabula15/coverage+.w5	384	64	1.0	sum_sqrt	3840	RNA3:Blood, cd4-positive, alpha-beta memory t cell
3840	tabula15-	/home/drk/tillage/datasets/human/rna3/czi/tabula15/coverage-.w5	384	64	1.0	sum_sqrt	3839	RNA3:Blood, cd4-positive, alpha-beta memory t cell
3841	tabula150+	/home/drk/tillage/datasets/human/rna3/czi/tabula150/coverage+.w5	384	64	1.0	sum_sqrt	3842	RNA3:Lung, non-classical monocyte
3842	tabula150-	/home/drk/tillage/datasets/human/rna3/czi/tabula150/coverage-.w5	384	64	1.0	sum_sqrt	3841	RNA3:Lung, non-classical monocyte
3843	tabula151+	/home/drk/tillage/datasets/human/rna3/czi/tabula151/coverage+.w5	384	64	1.0	sum_sqrt	3844	RNA3:Lung, pericyte cell
3844	tabula151-	/home/drk/tillage/datasets/human/rna3/czi/tabula151/coverage-.w5	384	64	1.0	sum_sqrt	3843	RNA3:Lung, pericyte cell
3845	tabula152+	/home/drk/tillage/datasets/human/rna3/czi/tabula152/coverage+.w5	384	64	1.0	sum_sqrt	3846	RNA3:Lung, plasma cell
3846	tabula152-	/home/drk/tillage/datasets/human/rna3/czi/tabula152/coverage-.w5	384	64	1.0	sum_sqrt	3845	RNA3:Lung, plasma cell
3847	tabula153+	/home/drk/tillage/datasets/human/rna3/czi/tabula153/coverage+.w5	384	64	1.0	sum_sqrt	3848	RNA3:Lung, respiratory goblet cell
3848	tabula153-	/home/drk/tillage/datasets/human/rna3/czi/tabula153/coverage-.w5	384	64	1.0	sum_sqrt	3847	RNA3:Lung, respiratory goblet cell
3849	tabula154+	/home/drk/tillage/datasets/human/rna3/czi/tabula154/coverage+.w5	384	64	2.9436936936936937	sum_sqrt	3850	RNA3:Lung, smooth muscle cell
3850	tabula154-	/home/drk/tillage/datasets/human/rna3/czi/tabula154/coverage-.w5	384	64	2.9436936936936937	sum_sqrt	3849	RNA3:Lung, smooth muscle cell
3851	tabula155+	/home/drk/tillage/datasets/human/rna3/czi/tabula155/coverage+.w5	384	64	1.0	sum_sqrt	3852	RNA3:Lung, type i pneumocyte
3852	tabula155-	/home/drk/tillage/datasets/human/rna3/czi/tabula155/coverage-.w5	384	64	1.0	sum_sqrt	3851	RNA3:Lung, type i pneumocyte
3853	tabula156+	/home/drk/tillage/datasets/human/rna3/czi/tabula156/coverage+.w5	384	64	0.16654985664224276	sum_sqrt	3854	RNA3:Lung, type ii pneumocyte
3854	tabula156-	/home/drk/tillage/datasets/human/rna3/czi/tabula156/coverage-.w5	384	64	0.16654985664224276	sum_sqrt	3853	RNA3:Lung, type ii pneumocyte
3855	tabula157+	/home/drk/tillage/datasets/human/rna3/czi/tabula157/coverage+.w5	384	64	1.1404886561954624	sum_sqrt	3856	RNA3:Lung, vascular associated smooth muscle cell
3856	tabula157-	/home/drk/tillage/datasets/human/rna3/czi/tabula157/coverage-.w5	384	64	1.1404886561954624	sum_sqrt	3855	RNA3:Lung, vascular associated smooth muscle cell
3857	tabula158+	/home/drk/tillage/datasets/human/rna3/czi/tabula158/coverage+.w5	384	64	1.0	sum_sqrt	3858	RNA3:Lung, vein endothelial cell
3858	tabula158-	/home/drk/tillage/datasets/human/rna3/czi/tabula158/coverage-.w5	384	64	1.0	sum_sqrt	3857	RNA3:Lung, vein endothelial cell
3859	tabula159+	/home/drk/tillage/datasets/human/rna3/czi/tabula159/coverage+.w5	384	64	1.0	sum_sqrt	3860	RNA3:Lymph_Node, b cell
3860	tabula159-	/home/drk/tillage/datasets/human/rna3/czi/tabula159/coverage-.w5	384	64	1.0	sum_sqrt	3859	RNA3:Lymph_Node, b cell
3861	tabula16+	/home/drk/tillage/datasets/human/rna3/czi/tabula16/coverage+.w5	384	64	0.5864054438046811	sum_sqrt	3862	RNA3:Blood, cd4-positive, alpha-beta t cell
3862	tabula16-	/home/drk/tillage/datasets/human/rna3/czi/tabula16/coverage-.w5	384	64	0.5864054438046811	sum_sqrt	3861	RNA3:Blood, cd4-positive, alpha-beta t cell
3863	tabula160+	/home/drk/tillage/datasets/human/rna3/czi/tabula160/coverage+.w5	384	64	1.0	sum_sqrt	3864	RNA3:Lymph_Node, cd141-positive myeloid dendritic cell
3864	tabula160-	/home/drk/tillage/datasets/human/rna3/czi/tabula160/coverage-.w5	384	64	1.0	sum_sqrt	3863	RNA3:Lymph_Node, cd141-positive myeloid dendritic cell
3865	tabula161+	/home/drk/tillage/datasets/human/rna3/czi/tabula161/coverage+.w5	384	64	1.0	sum_sqrt	3866	RNA3:Lymph_Node, cd1c-positive myeloid dendritic cell
3866	tabula161-	/home/drk/tillage/datasets/human/rna3/czi/tabula161/coverage-.w5	384	64	1.0	sum_sqrt	3865	RNA3:Lymph_Node, cd1c-positive myeloid dendritic cell
3867	tabula162+	/home/drk/tillage/datasets/human/rna3/czi/tabula162/coverage+.w5	384	64	0.4476027397260274	sum_sqrt	3868	RNA3:Lymph_Node, cd4-positive alpha-beta t cell
3868	tabula162-	/home/drk/tillage/datasets/human/rna3/czi/tabula162/coverage-.w5	384	64	0.4476027397260274	sum_sqrt	3867	RNA3:Lymph_Node, cd4-positive alpha-beta t cell
3869	tabula163+	/home/drk/tillage/datasets/human/rna3/czi/tabula163/coverage+.w5	384	64	0.8617582417582417	sum_sqrt	3870	RNA3:Lymph_Node, cd4-positive, alpha-beta memory t cell
3870	tabula163-	/home/drk/tillage/datasets/human/rna3/czi/tabula163/coverage-.w5	384	64	0.8617582417582417	sum_sqrt	3869	RNA3:Lymph_Node, cd4-positive, alpha-beta memory t cell
3871	tabula164+	/home/drk/tillage/datasets/human/rna3/czi/tabula164/coverage+.w5	384	64	0.6054195939164673	sum_sqrt	3872	RNA3:Lymph_Node, cd8-positive alpha-beta t cell
3872	tabula164-	/home/drk/tillage/datasets/human/rna3/czi/tabula164/coverage-.w5	384	64	0.6054195939164673	sum_sqrt	3871	RNA3:Lymph_Node, cd8-positive alpha-beta t cell
3873	tabula165+	/home/drk/tillage/datasets/human/rna3/czi/tabula165/coverage+.w5	384	64	1.0	sum_sqrt	3874	RNA3:Lymph_Node, cd8-positive, alpha-beta memory t cell
3874	tabula165-	/home/drk/tillage/datasets/human/rna3/czi/tabula165/coverage-.w5	384	64	1.0	sum_sqrt	3873	RNA3:Lymph_Node, cd8-positive, alpha-beta memory t cell
3875	tabula166+	/home/drk/tillage/datasets/human/rna3/czi/tabula166/coverage+.w5	384	64	1.0	sum_sqrt	3876	RNA3:Lymph_Node, classical monocyte
3876	tabula166-	/home/drk/tillage/datasets/human/rna3/czi/tabula166/coverage-.w5	384	64	1.0	sum_sqrt	3875	RNA3:Lymph_Node, classical monocyte
3877	tabula167+	/home/drk/tillage/datasets/human/rna3/czi/tabula167/coverage+.w5	384	64	1.0	sum_sqrt	3878	RNA3:Lymph_Node, endothelial cell
3878	tabula167-	/home/drk/tillage/datasets/human/rna3/czi/tabula167/coverage-.w5	384	64	1.0	sum_sqrt	3877	RNA3:Lymph_Node, endothelial cell
3879	tabula168+	/home/drk/tillage/datasets/human/rna3/czi/tabula168/coverage+.w5	384	64	1.0	sum_sqrt	3880	RNA3:Lymph_Node, hematopoietic stem cell
3880	tabula168-	/home/drk/tillage/datasets/human/rna3/czi/tabula168/coverage-.w5	384	64	1.0	sum_sqrt	3879	RNA3:Lymph_Node, hematopoietic stem cell
3881	tabula169+	/home/drk/tillage/datasets/human/rna3/czi/tabula169/coverage+.w5	384	64	1.0	sum_sqrt	3882	RNA3:Lymph_Node, innate lymphoid cell
3882	tabula169-	/home/drk/tillage/datasets/human/rna3/czi/tabula169/coverage-.w5	384	64	1.0	sum_sqrt	3881	RNA3:Lymph_Node, innate lymphoid cell
3883	tabula17+	/home/drk/tillage/datasets/human/rna3/czi/tabula17/coverage+.w5	384	64	1.0	sum_sqrt	3884	RNA3:Blood, cd8-positive, alpha-beta cytokine secreting effector t cell
3884	tabula17-	/home/drk/tillage/datasets/human/rna3/czi/tabula17/coverage-.w5	384	64	1.0	sum_sqrt	3883	RNA3:Blood, cd8-positive, alpha-beta cytokine secreting effector t cell
3885	tabula170+	/home/drk/tillage/datasets/human/rna3/czi/tabula170/coverage+.w5	384	64	1.0	sum_sqrt	3886	RNA3:Lymph_Node, intermediate monocyte
3886	tabula170-	/home/drk/tillage/datasets/human/rna3/czi/tabula170/coverage-.w5	384	64	1.0	sum_sqrt	3885	RNA3:Lymph_Node, intermediate monocyte
3887	tabula171+	/home/drk/tillage/datasets/human/rna3/czi/tabula171/coverage+.w5	384	64	1.0	sum_sqrt	3888	RNA3:Lymph_Node, macrophage
