	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description
3665	GTEX-14DAR-0726-SM-5RQIA.1	/home/drk/tillage/datasets/human/rna/recount3/esophagus/GTEX-14DAR-0726-SM-5RQIA.1/coverage.w5	384	64	0.02	sum_sqrt	3665	RNA:esophagus
3666	GTEX-1RAZR-1426-SM-EVR4M.1	/home/drk/tillage/datasets/human/rna/recount3/esophagus/GTEX-1RAZR-1426-SM-EVR4M.1/coverage.w5	384	64	0.02	sum_sqrt	3666	RNA:esophagus
3667	GTEX-ZDTT-1326-SM-4WKFH.1	/home/drk/tillage/datasets/human/rna/recount3/esophagus/GTEX-ZDTT-1326-SM-4WKFH.1/coverage.w5	384	64	0.02	sum_sqrt	3667	RNA:esophagus
3668	GTEX-PLZ4-2326-SM-EYYV5.1	/home/drk/tillage/datasets/human/rna/recount3/fallopian_tube/GTEX-PLZ4-2326-SM-EYYV5.1/coverage.w5	384	64	0.02	sum_sqrt	3668	RNA:fallopian_tube
3669	GTEX-S32W-1326-SM-4AD5Q.1	/home/drk/tillage/datasets/human/rna/recount3/fallopian_tube/GTEX-S32W-1326-SM-4AD5Q.1/coverage.w5	384	64	0.02	sum_sqrt	3669	RNA:fallopian_tube
3670	GTEX-T6MO-1026-SM-4DM72.1	/home/drk/tillage/datasets/human/rna/recount3/fallopian_tube/GTEX-T6MO-1026-SM-4DM72.1/coverage.w5	384	64	0.02	sum_sqrt	3670	RNA:fallopian_tube
3671	GTEX-11LCK-0826-SM-5PNYD.1	/home/drk/tillage/datasets/human/rna/recount3/heart/GTEX-11LCK-0826-SM-5PNYD.1/coverage.w5	384	64	0.02	sum_sqrt	3671	RNA:heart
3672	GTEX-18465-0926-SM-731AY.1	/home/drk/tillage/datasets/human/rna/recount3/heart/GTEX-18465-0926-SM-731AY.1/coverage.w5	384	64	0.02	sum_sqrt	3672	RNA:heart
3673	GTEX-1MUQO-1226-SM-E9TJK.1	/home/drk/tillage/datasets/human/rna/recount3/heart/GTEX-1MUQO-1226-SM-E9TJK.1/coverage.w5	384	64	0.02	sum_sqrt	3673	RNA:heart
3674	GTEX-13112-2126-SM-5GCO4.1	/home/drk/tillage/datasets/human/rna/recount3/kidney/GTEX-13112-2126-SM-5GCO4.1/coverage.w5	384	64	0.02	sum_sqrt	3674	RNA:kidney
3675	GTEX-17F96-1926-SM-7MGWY.1	/home/drk/tillage/datasets/human/rna/recount3/kidney/GTEX-17F96-1926-SM-7MGWY.1/coverage.w5	384	64	0.02	sum_sqrt	3675	RNA:kidney
3676	GTEX-ZVZP-0926-SM-5GIDB.1	/home/drk/tillage/datasets/human/rna/recount3/kidney/GTEX-ZVZP-0926-SM-5GIDB.1/coverage.w5	384	64	0.02	sum_sqrt	3676	RNA:kidney
3677	GTEX-11EQ9-0526-SM-5A5JZ.1	/home/drk/tillage/datasets/human/rna/recount3/liver/GTEX-11EQ9-0526-SM-5A5JZ.1/coverage.w5	384	64	0.02	sum_sqrt	3677	RNA:liver
3678	GTEX-1QP66-0226-SM-DPRXS.1	/home/drk/tillage/datasets/human/rna/recount3/liver/GTEX-1QP66-0226-SM-DPRXS.1/coverage.w5	384	64	0.02	sum_sqrt	3678	RNA:liver
3679	GTEX-ZYT6-0626-SM-5E45V.1	/home/drk/tillage/datasets/human/rna/recount3/liver/GTEX-ZYT6-0626-SM-5E45V.1/coverage.w5	384	64	0.02	sum_sqrt	3679	RNA:liver
3680	GTEX-1399S-1726-SM-5L3DI.1	/home/drk/tillage/datasets/human/rna/recount3/lung/GTEX-1399S-1726-SM-5L3DI.1/coverage.w5	384	64	0.02	sum_sqrt	3680	RNA:lung
3681	GTEX-14AS3-0926-SM-5TDD6.1	/home/drk/tillage/datasets/human/rna/recount3/lung/GTEX-14AS3-0926-SM-5TDD6.1/coverage.w5	384	64	0.02	sum_sqrt	3681	RNA:lung
3682	GTEX-14JG1-0926-SM-5YY8W.1	/home/drk/tillage/datasets/human/rna/recount3/lung/GTEX-14JG1-0926-SM-5YY8W.1/coverage.w5	384	64	0.02	sum_sqrt	3682	RNA:lung
3683	GTEX-13QJ3-0726-SM-5SI68.1	/home/drk/tillage/datasets/human/rna/recount3/muscle/GTEX-13QJ3-0726-SM-5SI68.1/coverage.w5	384	64	0.02	sum_sqrt	3683	RNA:muscle
3684	GTEX-14PJ4-2426-SM-6EU1U.1	/home/drk/tillage/datasets/human/rna/recount3/muscle/GTEX-14PJ4-2426-SM-6EU1U.1/coverage.w5	384	64	0.02	sum_sqrt	3684	RNA:muscle
3685	GTEX-1H1CY-2726-SM-9MQLR.1	/home/drk/tillage/datasets/human/rna/recount3/muscle/GTEX-1H1CY-2726-SM-9MQLR.1/coverage.w5	384	64	0.02	sum_sqrt	3685	RNA:muscle
3686	GTEX-14PJ6-2426-SM-6ETZS.1	/home/drk/tillage/datasets/human/rna/recount3/nerve/GTEX-14PJ6-2426-SM-6ETZS.1/coverage.w5	384	64	0.02	sum_sqrt	3686	RNA:nerve
3687	GTEX-1HKZK-0626-SM-ADEHP.1	/home/drk/tillage/datasets/human/rna/recount3/nerve/GTEX-1HKZK-0626-SM-ADEHP.1/coverage.w5	384	64	0.02	sum_sqrt	3687	RNA:nerve
3688	GTEX-11VI4-1026-SM-5EQM1.1	/home/drk/tillage/datasets/human/rna/recount3/ovary/GTEX-11VI4-1026-SM-5EQM1.1/coverage.w5	384	64	0.02	sum_sqrt	3688	RNA:ovary
3689	GTEX-1269C-1826-SM-5N9E1.1	/home/drk/tillage/datasets/human/rna/recount3/ovary/GTEX-1269C-1826-SM-5N9E1.1/coverage.w5	384	64	0.02	sum_sqrt	3689	RNA:ovary
3690	GTEX-1399S-2126-SM-5J2MH.1	/home/drk/tillage/datasets/human/rna/recount3/ovary/GTEX-1399S-2126-SM-5J2MH.1/coverage.w5	384	64	0.02	sum_sqrt	3690	RNA:ovary
3691	GTEX-11I78-0626-SM-5A5LZ.1	/home/drk/tillage/datasets/human/rna/recount3/pancreas/GTEX-11I78-0626-SM-5A5LZ.1/coverage.w5	384	64	0.02	sum_sqrt	3691	RNA:pancreas
3692	GTEX-14PJ6-0926-SM-686ZA.1	/home/drk/tillage/datasets/human/rna/recount3/pancreas/GTEX-14PJ6-0926-SM-686ZA.1/coverage.w5	384	64	0.02	sum_sqrt	3692	RNA:pancreas
3693	GTEX-1HKZK-1126-SM-9WG82.1	/home/drk/tillage/datasets/human/rna/recount3/pancreas/GTEX-1HKZK-1126-SM-9WG82.1/coverage.w5	384	64	0.02	sum_sqrt	3693	RNA:pancreas
3694	GTEX-12WSC-3126-SM-5GCNB.1	/home/drk/tillage/datasets/human/rna/recount3/pituitary/GTEX-12WSC-3126-SM-5GCNB.1/coverage.w5	384	64	0.02	sum_sqrt	3694	RNA:pituitary
3695	GTEX-145LS-3226-SM-5TDCA.1	/home/drk/tillage/datasets/human/rna/recount3/pituitary/GTEX-145LS-3226-SM-5TDCA.1/coverage.w5	384	64	0.02	sum_sqrt	3695	RNA:pituitary
3696	GTEX-1I1GR-3026-SM-ARU7C.1	/home/drk/tillage/datasets/human/rna/recount3/pituitary/GTEX-1I1GR-3026-SM-ARU7C.1/coverage.w5	384	64	0.02	sum_sqrt	3696	RNA:pituitary
3697	GTEX-11P82-1126-SM-5BC5K.1	/home/drk/tillage/datasets/human/rna/recount3/prostate/GTEX-11P82-1126-SM-5BC5K.1/coverage.w5	384	64	0.02	sum_sqrt	3697	RNA:prostate
3698	GTEX-1KXAM-1126-SM-E9TJU.1	/home/drk/tillage/datasets/human/rna/recount3/prostate/GTEX-1KXAM-1126-SM-E9TJU.1/coverage.w5	384	64	0.02	sum_sqrt	3698	RNA:prostate
3699	GTEX-P4PQ-2026-SM-E9U4E.1	/home/drk/tillage/datasets/human/rna/recount3/prostate/GTEX-P4PQ-2026-SM-E9U4E.1/coverage.w5	384	64	0.02	sum_sqrt	3699	RNA:prostate
3700	GTEX-1J8QM-1826-SM-A96TA.1	/home/drk/tillage/datasets/human/rna/recount3/salivary_gland/GTEX-1J8QM-1826-SM-A96TA.1/coverage.w5	384	64	0.02	sum_sqrt	3700	RNA:salivary_gland
3701	GTEX-YB5K-1726-SM-5IFIZ.1	/home/drk/tillage/datasets/human/rna/recount3/salivary_gland/GTEX-YB5K-1726-SM-5IFIZ.1/coverage.w5	384	64	0.02	sum_sqrt	3701	RNA:salivary_gland
3702	GTEX-ZLWG-2026-SM-DO11F.1	/home/drk/tillage/datasets/human/rna/recount3/salivary_gland/GTEX-ZLWG-2026-SM-DO11F.1/coverage.w5	384	64	0.02	sum_sqrt	3702	RNA:salivary_gland
3703	GTEX-133LE-2326-SM-5K7W3.1	/home/drk/tillage/datasets/human/rna/recount3/skin/GTEX-133LE-2326-SM-5K7W3.1/coverage.w5	384	64	0.02	sum_sqrt	3703	RNA:skin
3704	GTEX-139TS-0008-SM-62LDG.1	/home/drk/tillage/datasets/human/rna/recount3/skin/GTEX-139TS-0008-SM-62LDG.1/coverage.w5	384	64	0.02	sum_sqrt	3704	RNA:skin
3705	GTEX-13U4I-0126-SM-5LU38.1	/home/drk/tillage/datasets/human/rna/recount3/skin/GTEX-13U4I-0126-SM-5LU38.1/coverage.w5	384	64	0.02	sum_sqrt	3705	RNA:skin
3706	GTEX-14PJN-0826-SM-686ZL.1	/home/drk/tillage/datasets/human/rna/recount3/small_intestine/GTEX-14PJN-0826-SM-686ZL.1/coverage.w5	384	64	0.02	sum_sqrt	3706	RNA:small_intestine
3707	GTEX-1PDJ9-1826-SM-E9U66.1	/home/drk/tillage/datasets/human/rna/recount3/small_intestine/GTEX-1PDJ9-1826-SM-E9U66.1/coverage.w5	384	64	0.02	sum_sqrt	3707	RNA:small_intestine
3708	GTEX-ZF2S-1726-SM-57WFT.1	/home/drk/tillage/datasets/human/rna/recount3/small_intestine/GTEX-ZF2S-1726-SM-57WFT.1/coverage.w5	384	64	0.02	sum_sqrt	3708	RNA:small_intestine
3709	GTEX-14PJ4-0526-SM-6871G.1	/home/drk/tillage/datasets/human/rna/recount3/spleen/GTEX-14PJ4-0526-SM-6871G.1/coverage.w5	384	64	0.02	sum_sqrt	3709	RNA:spleen
3710	GTEX-15DYW-1426-SM-6LPIW.1	/home/drk/tillage/datasets/human/rna/recount3/spleen/GTEX-15DYW-1426-SM-6LPIW.1/coverage.w5	384	64	0.02	sum_sqrt	3710	RNA:spleen
3711	GTEX-1F75I-0226-SM-7MKHQ.1	/home/drk/tillage/datasets/human/rna/recount3/spleen/GTEX-1F75I-0226-SM-7MKHQ.1/coverage.w5	384	64	0.02	sum_sqrt	3711	RNA:spleen
3712	GTEX-1399U-1626-SM-5P9J3.1	/home/drk/tillage/datasets/human/rna/recount3/stomach/GTEX-1399U-1626-SM-5P9J3.1/coverage.w5	384	64	0.02	sum_sqrt	3712	RNA:stomach
3713	GTEX-14PKV-1826-SM-69LO9.1	/home/drk/tillage/datasets/human/rna/recount3/stomach/GTEX-14PKV-1826-SM-69LO9.1/coverage.w5	384	64	0.02	sum_sqrt	3713	RNA:stomach
3714	GTEX-1IDJU-1526-SM-CNNR3.1	/home/drk/tillage/datasets/human/rna/recount3/stomach/GTEX-1IDJU-1526-SM-CNNR3.1/coverage.w5	384	64	0.02	sum_sqrt	3714	RNA:stomach
3715	GTEX-1KD5A-1826-SM-DHXJI.1	/home/drk/tillage/datasets/human/rna/recount3/testis/GTEX-1KD5A-1826-SM-DHXJI.1/coverage.w5	384	64	0.02	sum_sqrt	3715	RNA:testis
3716	GTEX-1MA7X-1526-SM-DHXJF.1	/home/drk/tillage/datasets/human/rna/recount3/testis/GTEX-1MA7X-1526-SM-DHXJF.1/coverage.w5	384	64	0.02	sum_sqrt	3716	RNA:testis
3717	GTEX-13FH7-0126-SM-5KLZ1.1	/home/drk/tillage/datasets/human/rna/recount3/thyroid/GTEX-13FH7-0126-SM-5KLZ1.1/coverage.w5	384	64	0.02	sum_sqrt	3717	RNA:thyroid
3718	GTEX-15CHQ-0826-SM-69LOT.1	/home/drk/tillage/datasets/human/rna/recount3/thyroid/GTEX-15CHQ-0826-SM-69LOT.1/coverage.w5	384	64	0.02	sum_sqrt	3718	RNA:thyroid
3719	GTEX-1J1OQ-0526-SM-A9G2P.1	/home/drk/tillage/datasets/human/rna/recount3/thyroid/GTEX-1J1OQ-0526-SM-A9G2P.1/coverage.w5	384	64	0.02	sum_sqrt	3719	RNA:thyroid
3720	GTEX-13FTX-1026-SM-5J2O5.1	/home/drk/tillage/datasets/human/rna/recount3/uterus/GTEX-13FTX-1026-SM-5J2O5.1/coverage.w5	384	64	0.02	sum_sqrt	3720	RNA:uterus
3721	GTEX-1MA7W-1526-SM-DHXKS.1	/home/drk/tillage/datasets/human/rna/recount3/uterus/GTEX-1MA7W-1526-SM-DHXKS.1/coverage.w5	384	64	0.02	sum_sqrt	3721	RNA:uterus
3722	GTEX-11EMC-1926-SM-5A5JU.1	/home/drk/tillage/datasets/human/rna/recount3/vagina/GTEX-11EMC-1926-SM-5A5JU.1/coverage.w5	384	64	0.02	sum_sqrt	3722	RNA:vagina
3723	GTEX-12WSB-2426-SM-5EGJC.1	/home/drk/tillage/datasets/human/rna/recount3/vagina/GTEX-12WSB-2426-SM-5EGJC.1/coverage.w5	384	64	0.02	sum_sqrt	3723	RNA:vagina
3724	GTEX-W5WG-1026-SM-4LMIF.1	/home/drk/tillage/datasets/human/rna/recount3/vagina/GTEX-W5WG-1026-SM-4LMIF.1/coverage.w5	384	64	0.02	sum_sqrt	3724	RNA:vagina
