	identifier	source	file	clip	clip_soft	scale	sum_stat	strand_pair	description	strand
83	ENCFF908VIH+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR245ATJ/summary/coverage+.w5	384	384	0.3	sum_sqrt	84	RNA:HepG2	+
84	ENCFF908VIH-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR245ATJ/summary/coverage-.w5	384	384	0.3	sum_sqrt	83	RNA:HepG2	-
85	ENCFF801PRP+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR329MHM/summary/coverage+.w5	384	384	0.3	sum_sqrt	86	RNA:HepG2	+
86	ENCFF801PRP-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR329MHM/summary/coverage-.w5	384	384	0.3	sum_sqrt	85	RNA:HepG2	-
87	ENCFF301XEH+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR355JZC/summary/coverage+.w5	384	384	0.3	sum_sqrt	88	RNA:MCF-7	+
88	ENCFF301XEH-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR355JZC/summary/coverage-.w5	384	384	0.3	sum_sqrt	87	RNA:MCF-7	-
89	ENCFF181QTI+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR490SQH/summary/coverage+.w5	384	384	0.3	sum_sqrt	90	RNA:H7	+
90	ENCFF181QTI-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR490SQH/summary/coverage-.w5	384	384	0.3	sum_sqrt	89	RNA:H7	-
91	ENCFF150UWD+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR552EGO/summary/coverage+.w5	384	384	0.3	sum_sqrt	92	RNA:HeLa-S3	+
92	ENCFF150UWD-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR552EGO/summary/coverage-.w5	384	384	0.3	sum_sqrt	91	RNA:HeLa-S3	-
93	ENCFF917RKL+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR561FEE/summary/coverage+.w5	384	384	0.3	sum_sqrt	94	RNA:HepG2	+
94	ENCFF917RKL-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR561FEE/summary/coverage-.w5	384	384	0.3	sum_sqrt	93	RNA:HepG2	-
95	ENCFF520RFL+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR588EJX/summary/coverage+.w5	384	384	0.3	sum_sqrt	96	RNA:H1	+
96	ENCFF520RFL-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR588EJX/summary/coverage-.w5	384	384	0.3	sum_sqrt	95	RNA:H1	-
97	ENCFF585HTZ+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR615EEK/summary/coverage+.w5	384	384	0.3	sum_sqrt	98	RNA:K562	+
98	ENCFF585HTZ-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR615EEK/summary/coverage-.w5	384	384	0.3	sum_sqrt	97	RNA:K562	-
99	ENCFF544ZDA+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR637VLS/summary/coverage+.w5	384	384	0.3	sum_sqrt	100	RNA:K562	+
100	ENCFF544ZDA-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR637VLS/summary/coverage-.w5	384	384	0.3	sum_sqrt	99	RNA:K562	-
101	ENCFF190ZWO+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR670WQY/summary/coverage+.w5	384	384	0.3	sum_sqrt	102	RNA:H1	+
102	ENCFF190ZWO-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR670WQY/summary/coverage-.w5	384	384	0.3	sum_sqrt	101	RNA:H1	-
103	ENCFF920HIF+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR712BRU/summary/coverage+.w5	384	384	0.3	sum_sqrt	104	RNA:H9	+
104	ENCFF920HIF-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR712BRU/summary/coverage-.w5	384	384	0.3	sum_sqrt	103	RNA:H9	-
105	ENCFF312ZLI+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR792OIJ/summary/coverage+.w5	384	384	0.3	sum_sqrt	106	RNA:K562	+
106	ENCFF312ZLI-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR792OIJ/summary/coverage-.w5	384	384	0.3	sum_sqrt	105	RNA:K562	-
107	ENCFF509KPQ+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR820PHH/summary/coverage+.w5	384	384	0.3	sum_sqrt	108	RNA:GM12878	+
108	ENCFF509KPQ-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR820PHH/summary/coverage-.w5	384	384	0.3	sum_sqrt	107	RNA:GM12878	-
109	ENCFF463TDW	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR843RJV/summary/coverage.w5	384	384	0.3	sum_sqrt	109	RNA:GM12878	.
110	ENCFF278EZT+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR885DVH/summary/coverage+.w5	384	384	0.3	sum_sqrt	111	RNA:K562	+
111	ENCFF278EZT-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR885DVH/summary/coverage-.w5	384	384	0.3	sum_sqrt	110	RNA:K562	-
112	ENCFF279MVV	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR889TRN/summary/coverage.w5	384	384	0.3	sum_sqrt	112	RNA:GM12878	.
113	ENCFF031QGE+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR895ZTB/summary/coverage+.w5	384	384	0.3	sum_sqrt	114	RNA:H1	+
114	ENCFF031QGE-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR895ZTB/summary/coverage-.w5	384	384	0.3	sum_sqrt	113	RNA:H1	-
115	ENCFF696GRP+	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR985KAT/summary/coverage+.w5	384	384	0.3	sum_sqrt	116	RNA:HepG2	+
116	ENCFF696GRP-	encode	/scratch4/jlinder/tillage/datasets/human/rna/encode/ENCSR985KAT/summary/coverage-.w5	384	384	0.3	sum_sqrt	115	RNA:HepG2	-
117	SRS504584	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP028887/SRS504584/coverage.w5	384	384	0.02	sum_sqrt	117	RNA:4sU:HEK293 total RNA	.
118	SRS1013683	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP061639/SRS1013683/coverage.w5	384	384	0.02	sum_sqrt	118	RNA:4sU:Jurkat total RNA Unactivated hours UCT	.
119	SRS1013684	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP061639/SRS1013684/coverage.w5	384	384	0.02	sum_sqrt	119	RNA:4sU:Jurkat total RNA Unactivated hours UBT	.
120	SRS1013685	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP061639/SRS1013685/coverage.w5	384	384	0.02	sum_sqrt	120	RNA:4sU:Jurkat total RNA Unactivated hours UAT	.
121	SRS1303351	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303351/coverage.w5	384	384	0.02	sum_sqrt	121	RNA:ActD:HEK293T Control for DCP2 knockout 2	.
122	SRS1303352	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303352/coverage.w5	384	384	0.02	sum_sqrt	122	RNA:ActD:HEK293T Control for DCP2 knockout 1	.
